id,video_id,timestamp_start,timestamp_end,content,translated_content,created_at,lang_detected
2357,hArnl8kI7DI,547.72,551.959,là thấp 750 triệu. Cái thứ ba nữa là,,2026-06-04 05:51:47.124748+00,vi
2358,hArnl8kI7DI,549.44,553.6,không gian vừa đủ. Cái thứ tư là động cơ,,2026-06-04 05:51:47.124748+00,vi
2359,hArnl8kI7DI,551.959,555.16,quá mậm cho một chiếc xe bảy chỗ. Và một,,2026-06-04 05:51:47.124748+00,vi
2360,hArnl8kI7DI,553.6,556.56,điểm thứ năm cần phải nhắc đến đó là,,2026-06-04 05:51:47.124748+00,vi
2361,hArnl8kI7DI,555.16,558.079,chiếc xe này sử dụng hệ thống treo phía,,2026-06-04 05:51:47.124748+00,vi
2362,hArnl8kI7DI,556.56,560.079,sau đa điểm. Cho nên khi mà ngồi hàng,,2026-06-04 05:51:47.124748+00,vi
2363,hArnl8kI7DI,558.079,562.12,ghế thứ ba chúng ta sẽ không bị sóc,,2026-06-04 05:51:47.124748+00,vi
2364,hArnl8kI7DI,560.079,563.24,nhiều và không bị xây xe. Cho nên là nói,,2026-06-04 05:51:47.124748+00,vi
2365,hArnl8kI7DI,562.12,565.279,thiệt với các bạn đó là đây là một cái,,2026-06-04 05:51:47.124748+00,vi
2366,hArnl8kI7DI,563.24,567.519,sự lựa chọn khá hợp lý phân khúc xe bảy,,2026-06-04 05:51:47.124748+00,vi
2367,hArnl8kI7DI,565.279,569.399,chỗ mà các bạn cần mua về để chở gia,,2026-06-04 05:51:47.124748+00,vi
2368,hArnl8kI7DI,567.519,571.12,đình nhà người ta. Đó là chiếc VinFast,,2026-06-04 05:51:47.124748+00,vi
2369,hArnl8kI7DI,569.399,573.72,Limo Green. Rồi ở đây chúng ta sẽ có vô,,2026-06-04 05:51:47.124748+00,vi
2370,hArnl8kI7DI,571.12,575.519,lăng là vô lăng nhựa nha. Nhựa hoàn toàn,,2026-06-04 05:51:47.124748+00,vi
2371,hArnl8kI7DI,573.72,577.36,ha. Hoàn toàn nhựa hết. Rồi bên đây,,2026-06-04 05:51:47.124748+00,vi
2372,hArnl8kI7DI,575.519,579.959,"chúng ta cần số dạng núm xoay nè, nút P",,2026-06-04 05:51:47.124748+00,vi
2373,hArnl8kI7DI,577.36,582.16,"nè, học để đồ. Bên tay phải chúng ta sẽ",,2026-06-04 05:51:47.124748+00,vi
2374,hArnl8kI7DI,579.959,583.519,có một cái không gian để đồ nho nhỏ.,,2026-06-04 05:51:47.124748+00,vi
2375,hArnl8kI7DI,582.16,585.12,Trên này chúng ta sẽ có một học để đồ và,,2026-06-04 05:51:47.124748+00,vi
2376,hArnl8kI7DI,583.519,587.519,mở ra bằng cách là bấm bấm vào cái nút,,2026-06-04 05:51:47.124748+00,vi
2377,hArnl8kI7DI,585.12,588.68,này để mở ra.,,2026-06-04 05:51:47.124748+00,vi
2378,hArnl8kI7DI,587.519,590.959,Bên dưới này chúng ta sẽ có một cái hộp,,2026-06-04 05:51:47.124748+00,vi
2379,hArnl8kI7DI,588.68,593.36,để đồ và bên dưới này sẽ là hai lỗ sạc,,2026-06-04 05:51:47.124748+00,vi
2380,hArnl8kI7DI,590.959,595.04,USB A và USBC. Là nhờ nó không bị vướng,,2026-06-04 05:51:47.124748+00,vi
2381,hArnl8kI7DI,593.36,596.68,cái vị trí cần số cho nên là nó có thể,,2026-06-04 05:51:47.124748+00,vi
2382,hArnl8kI7DI,595.04,598.72,thiết kế thêm cái hộp để đồ bên dưới này,,2026-06-04 05:51:47.124748+00,vi
2383,hArnl8kI7DI,596.68,600.56,ha. Đây là cái kính không viền của chiếc,,2026-06-04 05:51:47.124748+00,vi
2384,hArnl8kI7DI,598.72,601.959,limo n. Nó không viền tới mức độ mà,,2026-06-04 05:51:47.124748+00,vi
2385,hArnl8kI7DI,600.56,603.68,chúng ta sẽ thấy bên cái cạnh này là một,,2026-06-04 05:51:47.124748+00,vi
2386,hArnl8kI7DI,601.959,605.48,cái cạnh kính luôn á mọi người. Nhưng mà,,2026-06-04 05:51:47.124748+00,vi
2387,hArnl8kI7DI,603.68,606.959,được mài nhẵn khá đẹp nha. Nói chung là,,2026-06-04 05:51:47.124748+00,vi
2388,hArnl8kI7DI,605.48,608.959,không chê được cái chi tiết này. Vô lăng,,2026-06-04 05:51:47.124748+00,vi
2389,hArnl8kI7DI,606.959,611.64,thì toàn bộ bằng nhựa nha các bạn. Toàn,,2026-06-04 05:51:47.124748+00,vi
2390,hArnl8kI7DI,608.959,613.399,bộ bằng nhựa luôn. Và cái nhựa cho cảm,,2026-06-04 05:51:47.124748+00,vi
2391,hArnl8kI7DI,611.64,615.24,giác là nó cũng không được sang xịn mịnh,,2026-06-04 05:51:47.124748+00,vi
2392,hArnl8kI7DI,613.399,616.32,cho lắm đâu. Tất cả chúng ta thao tác,,2026-06-04 05:51:47.124748+00,vi
2393,hArnl8kI7DI,615.24,617.72,đều phải qua màn hình trung tâm. Và màn,,2026-06-04 05:51:47.124748+00,vi
2394,hArnl8kI7DI,616.32,619.32,hình trung tâm bây giờ nó đã nét hơn đời,,2026-06-04 05:51:47.124748+00,vi
2395,hArnl8kI7DI,617.72,622.76,cũ rất là nhiều. Các bạn có thể thấy là,,2026-06-04 05:51:47.124748+00,vi
2396,hArnl8kI7DI,619.32,624.16,"bên trái là 72 cây, 72% đi được 324 cây.",,2026-06-04 05:51:47.124748+00,vi
2397,hArnl8kI7DI,622.76,625.44,Có thể nói chiếc xe này là một chiếc xe,,2026-06-04 05:51:47.124748+00,vi
2398,hArnl8kI7DI,624.16,629.2,có thể đi được một quãng đường rất là xa,,2026-06-04 05:51:47.124748+00,vi
2399,hArnl8kI7DI,625.44,631.92,của Vin. Có thể nhận được cả sạc nhanh,,2026-06-04 05:51:47.124748+00,vi
2400,hArnl8kI7DI,629.2,634.16,DC ở nh ngoài trụ sạc nhanh. Đây là cần,,2026-06-04 05:51:47.124748+00,vi
2401,hArnl8kI7DI,631.92,635.92,số dạng núm xoay và hai học để ly phía,,2026-06-04 05:51:47.124748+00,vi
2402,hArnl8kI7DI,634.16,637.16,trên. Trên này chúng ta tiếng là cái chỗ,,2026-06-04 05:51:47.124748+00,vi
2403,hArnl8kI7DI,635.92,639,để sạc không dây nhưng mà không phải nó,,2026-06-04 05:51:47.124748+00,vi
2404,hArnl8kI7DI,637.16,640.519,"chỉ là một cái chi tiết để đựng đồ thôi,",,2026-06-04 05:51:47.124748+00,vi
2405,hArnl8kI7DI,639,641.72,không phải là để sạc không dây. Một hãng,,2026-06-04 05:51:47.124748+00,vi
2406,hArnl8kI7DI,640.519,643.8,sản xuất xe tại Việt Nam chúng ta được,,2026-06-04 05:51:47.124748+00,vi
2407,hArnl8kI7DI,641.72,645.36,cái lợi gì? Đó là họ sẽ làm xe theo đúng,,2026-06-04 05:51:47.124748+00,vi
2408,hArnl8kI7DI,643.8,647.68,cái nhu cầu của người Việt và đúng cái,,2026-06-04 05:51:47.124748+00,vi
2409,hArnl8kI7DI,645.36,649.36,điều kiện khí hậu của người Việt. Ví dụ,,2026-06-04 05:51:47.124748+00,vi
2410,hArnl8kI7DI,647.68,651.079,chiếc Limo Green này cái máy lạnh nó mát,,2026-06-04 05:51:47.124748+00,vi
2411,hArnl8kI7DI,649.36,652.68,giả mang luôn á mọi người. Trời xin thưa,,2026-06-04 05:51:47.124748+00,vi
2412,hArnl8kI7DI,651.079,653.959,mọi người cái máy lạnh nó sướng gì đâu,,2026-06-04 05:51:47.124748+00,vi
2413,hArnl8kI7DI,652.68,655.959,luôn á. Nãy giờ ngồi trong cái xe này,,2026-06-04 05:51:47.124748+00,vi
2414,hArnl8kI7DI,653.959,657.36,mặc dù giữ cái trời Hà Nội mùa này thì,,2026-06-04 05:51:47.124748+00,vi
2415,hArnl8kI7DI,655.959,659.32,phải nói là khủng khiếp nhưng mà ngồi,,2026-06-04 05:51:47.124748+00,vi
2416,hArnl8kI7DI,657.36,661.36,trong xe mình cực kỳ mát luôn. Siêu mát,,2026-06-04 05:51:47.124748+00,vi
2417,hArnl8kI7DI,659.32,662.959,luôn. Mình hứa mình thề mình đảm bảo cái,,2026-06-04 05:51:47.124748+00,vi
2418,hArnl8kI7DI,661.36,665.04,máy lạnh xe này mà ai dám chê thì mình,,2026-06-04 05:51:47.124748+00,vi
2419,hArnl8kI7DI,662.959,666.8,cũng nể luôn á. Còn về vật liệu của,,2026-06-04 05:51:47.124748+00,vi
2420,hArnl8kI7DI,665.04,668.959,Vinfat Limo Green thì sao? Chúng ta sẽ,,2026-06-04 05:51:47.124748+00,vi
2421,hArnl8kI7DI,666.8,672.68,thấy ở đây chúng ta sẽ có vô lăng bằng,,2026-06-04 05:51:47.124748+00,vi
2422,hArnl8kI7DI,668.959,676.68,nhựa. Nhựa bệ tỳ tây trộm ví nó vẫn còn,,2026-06-04 05:51:47.124748+00,vi
2423,hArnl8kI7DI,672.68,678.72,"làm bằng da. Nhựa nhựa, nhựa nhựa. Tất",,2026-06-04 05:51:47.124748+00,vi
2424,hArnl8kI7DI,676.68,681.04,cả đều bằng nhựa mọi người. Và đây là,,2026-06-04 05:51:47.124748+00,vi
2425,hArnl8kI7DI,678.72,683.279,cái điều mà những người sử dụng xe sẽ,,2026-06-04 05:51:47.124748+00,vi
2426,hArnl8kI7DI,681.04,684.959,mong muốn tại vì nó sẽ bền bỉ. Mình đang,,2026-06-04 05:51:47.124748+00,vi
2427,hArnl8kI7DI,683.279,687.12,ở hàng ghế thứ hai của chiếc VinFast,,2026-06-04 05:51:47.124748+00,vi
2428,hArnl8kI7DI,684.959,689.36,Limo Green và có thể đánh giá một điều,,2026-06-04 05:51:47.124748+00,vi
2429,hArnl8kI7DI,687.12,691.8,đó là không gian của xe này thì không có,,2026-06-04 05:51:47.124748+00,vi
2430,hArnl8kI7DI,689.36,694.48,điểm gì để chê. Nó quá rộng rãi đối với,,2026-06-04 05:51:47.124748+00,vi
2431,hArnl8kI7DI,691.8,696.839,cái số tiền mở ra là 750 triệu. Và trần,,2026-06-04 05:51:47.124748+00,vi
2432,hArnl8kI7DI,694.48,700.2,trên đầu mình còn cách trần rất cao.,,2026-06-04 05:51:47.124748+00,vi
2433,hArnl8kI7DI,696.839,702.12,Cách trần lên tới wow hơn cả nửa gan tây,,2026-06-04 05:51:47.124748+00,vi
2434,hArnl8kI7DI,700.2,704.72,là mười mấy phân. Mà mình là người cao,,2026-06-04 05:51:47.124748+00,vi
2435,hArnl8kI7DI,702.12,707.56,"1,76 nha. Mà thấy không gian trên trần",,2026-06-04 05:51:47.124748+00,vi
2436,hArnl8kI7DI,704.72,709.8,là phải nói là không điểm gì để chê. Rồi,,2026-06-04 05:51:47.124748+00,vi
2437,hArnl8kI7DI,707.56,712.92,">> phía sau là có cửa gió máy lạnh, USB,",,2026-06-04 05:51:47.124748+00,vi
2438,hArnl8kI7DI,709.8,715.079,USBC. Đây là cái chỗ để mở cửa ra nè. Nó,,2026-06-04 05:51:47.124748+00,vi
2439,hArnl8kI7DI,712.92,717.04,sẽ gồm một cái tay chúng ta sẽ để vào,,2026-06-04 05:51:47.124748+00,vi
2440,hArnl8kI7DI,715.079,718.399,đây để mở cửa ra.,,2026-06-04 05:51:47.124748+00,vi
2441,hArnl8kI7DI,717.04,719.959,Vin có thiết kế cái chỗ này để chúng ta,,2026-06-04 05:51:47.124748+00,vi
2442,hArnl8kI7DI,718.399,722.279,để đồ trên cái lưng ghế phía sau nè. Và,,2026-06-04 05:51:47.124748+00,vi
2443,hArnl8kI7DI,719.959,724.639,toàn bộ những cái nội thất này đều được,,2026-06-04 05:51:47.124748+00,vi
2444,hArnl8kI7DI,722.279,726.72,làm bằng nỉ nha. Mình đang ngồi ở hàng,,2026-06-04 05:51:47.124748+00,vi
2445,hArnl8kI7DI,724.639,728.839,ghế thứ ba của chiếc Vinfast Limo Green.,,2026-06-04 05:51:47.124748+00,vi
2446,hArnl8kI7DI,726.72,731.88,Và đây là cái chỗ để chân nè. Mình là,,2026-06-04 05:51:47.124748+00,vi
2447,hArnl8kI7DI,728.839,734.24,"người cao 1,76 cũng ngồi được. Nếu mà so",,2026-06-04 05:51:47.124748+00,vi
2448,hArnl8kI7DI,731.88,736.32,với lại những chiếc như Xender XL7 thì,,2026-06-04 05:51:47.124748+00,vi
2449,hArnl8kI7DI,734.24,738.279,"ngồi rộng hơn, được đối xử là con người",,2026-06-04 05:51:47.124748+00,vi
2450,hArnl8kI7DI,736.32,740.04,hơn khi chúng ta có cái cửa gió máy lạnh,,2026-06-04 05:51:47.124748+00,vi
2451,hArnl8kI7DI,738.279,742.399,hàng gế thứ ba và có thể chỉnh được cái,,2026-06-04 05:51:47.124748+00,vi
2452,hArnl8kI7DI,740.04,748.8,tốc độ gió trên này. Đây cần số dạng núm,,2026-06-04 05:51:47.124748+00,vi
2453,hArnl8kI7DI,742.399,752.279,xoay PR RND vặn xuống. NDR camera phía,,2026-06-04 05:51:47.124748+00,vi
2454,hArnl8kI7DI,748.8,755.36,sau có cái L để cho thể hiện là chúng ta,,2026-06-04 05:51:47.124748+00,vi
2455,hArnl8kI7DI,752.279,759.16,biết là de trái phải gì đó. Rồi vào đ,,2026-06-04 05:51:47.124748+00,vi
2456,hArnl8kI7DI,755.36,761.72,thôi. 73% 328 km. Ồ họ cố tình làm cho,,2026-06-04 05:51:47.124748+00,vi
2457,hArnl8kI7DI,759.16,763.48,chân ga nó khá dịu nha. Không có bị cảm,,2026-06-04 05:51:47.124748+00,vi
2458,hArnl8kI7DI,761.72,766.04,giác là phải kìm cái chân ga nhiều khi,,2026-06-04 05:51:47.124748+00,vi
2459,hArnl8kI7DI,763.48,768.24,đi một cái xe điện. Thả chân ra thì trớn,,2026-06-04 05:51:47.124748+00,vi
2460,hArnl8kI7DI,766.04,770.56,khá nhiều. Đang để mố chạy thế nào đây?,,2026-06-04 05:51:47.124748+00,vi
2461,hArnl8kI7DI,768.24,773.56,N vừa n cao nè. Các bạn có thể tăng giảm,,2026-06-04 05:51:47.124748+00,vi
2462,hArnl8kI7DI,770.56,775.279,cái mức phanh tái sinh có quá đã. đủ,,2026-06-04 05:51:47.124748+00,vi
2463,hArnl8kI7DI,773.56,776.8,những cái cần để mà chúng ta sử dụng,,2026-06-04 05:51:47.124748+00,vi
2464,hArnl8kI7DI,775.279,778.16,hàng ngày bình thường. Mặt đường này khá,,2026-06-04 05:51:47.124748+00,vi
1377,moNqhkSmNNg,169.2,173.44,This is the uh I believe it's the,,2026-06-04 05:51:47.124748+00,en
2465,hArnl8kI7DI,776.8,781.12,đẹp cho nên mình cũng không có đánh giá,,2026-06-04 05:51:47.124748+00,vi
2466,hArnl8kI7DI,778.16,783.44,gì nhiều được về phuộc hay là về cách âm,,2026-06-04 05:51:47.124748+00,vi
2467,hArnl8kI7DI,781.12,785.519,gầm. Có vẻ như cái tiếng môơ nó nó không,,2026-06-04 05:51:47.124748+00,vi
2468,hArnl8kI7DI,783.44,787.8,bị quá lớn như những con VinFast khác.,,2026-06-04 05:51:47.124748+00,vi
2469,hArnl8kI7DI,785.519,789.519,Và bán kính quay đầu với bản thân mình,,2026-06-04 05:51:47.124748+00,vi
2470,hArnl8kI7DI,787.8,790.8,thì mình đang quay đầu chiếc xe này và,,2026-06-04 05:51:47.124748+00,vi
2471,hArnl8kI7DI,789.519,792.079,cảm giác là bán kính quay đầu không bị,,2026-06-04 05:51:47.124748+00,vi
2472,hArnl8kI7DI,790.8,793.72,quá rộng một phần là vì mình đánh đá,,2026-06-04 05:51:47.124748+00,vi
2473,hArnl8kI7DI,792.079,797.519,đánh lái khá nhanh. Ví dụ như đang chạy,,2026-06-04 05:51:47.124748+00,vi
2474,hArnl8kI7DI,793.72,799.72,50 nè mà cần vượt cái container nè.,,2026-06-04 05:51:47.124748+00,vi
2475,hArnl8kI7DI,797.519,801.839,Wow. Cái khó là làm sao kiểm soát được,,2026-06-04 05:51:47.124748+00,vi
2476,hArnl8kI7DI,799.72,804.399,cái mức công suất 2011 mã lực của chiếc,,2026-06-04 05:51:47.124748+00,vi
2477,hArnl8kI7DI,801.839,806,xe này và mua xoắn hình như là 200 Nm,,2026-06-04 05:51:47.124748+00,vi
2478,hArnl8kI7DI,804.399,807.44,đúng không anh? Giống công suất VF6. Cái,,2026-06-04 05:51:47.124748+00,vi
2479,hArnl8kI7DI,806,809.639,khó là kiểm soát nó chứ không phải là,,2026-06-04 05:51:47.124748+00,vi
2480,hArnl8kI7DI,807.44,811.04,cái khó là là động cơ yếu hay mạnh. Rồi,,2026-06-04 05:51:47.124748+00,vi
2481,hArnl8kI7DI,809.639,813.04,bây giờ mình sẽ cho các bạn biết một cái,,2026-06-04 05:51:47.124748+00,vi
2482,hArnl8kI7DI,811.04,815.44,cảm giác tăng tốc của một chiếc xe điện,,2026-06-04 05:51:47.124748+00,vi
2483,hArnl8kI7DI,813.04,819.519,nó sẽ như thế nào với chiếc Limo Green,,2026-06-04 05:51:47.124748+00,vi
2484,hArnl8kI7DI,815.44,821,này. Đó ris bánh luôn ghê chưa? Đó hệ,,2026-06-04 05:51:47.124748+00,vi
2485,hArnl8kI7DI,819.519,824.839,thống chống trượt hoạt động rồi kìa. Lên,,2026-06-04 05:51:47.124748+00,vi
2486,hArnl8kI7DI,821,827.6,"90 rất nhanh luôn. Rồi giảm tốc nè. Ừ,",,2026-06-04 05:51:47.124748+00,vi
2487,hArnl8kI7DI,824.839,829.519,thắng khá dịu. Mình sẽ thử lại một cái,,2026-06-04 05:51:47.124748+00,vi
2488,hArnl8kI7DI,827.6,831.68,xíu nữa tại vì cái thắng này nó rất là,,2026-06-04 05:51:47.124748+00,vi
2489,hArnl8kI7DI,829.519,835.079,quan trọng khi các bạn dùng để chở người,,2026-06-04 05:51:47.124748+00,vi
2490,hArnl8kI7DI,831.68,836.519,"khác. Ừ, thắng khá dịu, thắng rất dịu.",,2026-06-04 05:51:47.124748+00,vi
2491,hArnl8kI7DI,835.079,838.639,Mình vẫn chưa quen được cảm giác đi xe,,2026-06-04 05:51:47.124748+00,vi
2492,hArnl8kI7DI,836.519,840,"Vinfast khi mà phía trước nó bị trống,",,2026-06-04 05:51:47.124748+00,vi
2493,hArnl8kI7DI,838.639,841.399,không còn cái gì phía trước cả. Tất cả,,2026-06-04 05:51:47.124748+00,vi
2494,hArnl8kI7DI,840,842.56,là phải qua cái màn hình này. Và các bạn,,2026-06-04 05:51:47.124748+00,vi
2495,hArnl8kI7DI,841.399,844.639,muốn biết tốc độ thì các bạn phải liếc,,2026-06-04 05:51:47.124748+00,vi
2496,hArnl8kI7DI,842.56,846.44,"mắt xuống dưới đầy tí xíu. Ờ, với cái",,2026-06-04 05:51:47.124748+00,vi
2497,hArnl8kI7DI,844.639,849.079,thiết kế của chiếc Limo Green này thì nó,,2026-06-04 05:51:47.124748+00,vi
2498,hArnl8kI7DI,846.44,851.16,cho cảm giác rằng chiếc xe này nó rộng,,2026-06-04 05:51:47.124748+00,vi
2499,hArnl8kI7DI,849.079,853.04,rãi. Hôm nay mới được ngồi trong chiếc,,2026-06-04 05:51:47.124748+00,vi
2534,7Lm-Rpw0Zl0,18.68,22,"được hai người lớn, để chân như thế này",,2026-06-04 05:51:47.124748+00,vi
2535,7Lm-Rpw0Zl0,20.359,24.199,và điều hòa thì mắt rượi. Hàng ghế thứ,,2026-06-04 05:51:47.124748+00,vi
2536,7Lm-Rpw0Zl0,22,26.24,"hai ngả lưng thoải mái, đầu gối thừa cả",,2026-06-04 05:51:47.124748+00,vi
2537,7Lm-Rpw0Zl0,24.199,27.96,găng tay. Dù là xe dịch vụ nhưng Limo,,2026-06-04 05:51:47.124748+00,vi
2538,7Lm-Rpw0Zl0,26.24,29.92,Green lái lại khá là thích. Vô lăng phản,,2026-06-04 05:51:47.124748+00,vi
2539,7Lm-Rpw0Zl0,27.96,32.119,"hồi nhanh nhạy, ga và phanh đều mượt mà",,2026-06-04 05:51:47.124748+00,vi
2540,7Lm-Rpw0Zl0,29.92,33.879,không sợ khách bị say xe. Xe dịch vụ mà,,2026-06-04 05:51:47.124748+00,vi
2541,7Lm-Rpw0Zl0,32.119,35.719,"treo sau là liên kết đa điểm, dập tắt",,2026-06-04 05:51:47.124748+00,vi
2542,7Lm-Rpw0Zl0,33.879,37.44,"dao động nhanh, không bị bồng bềnh. Mất",,2026-06-04 05:51:47.124748+00,vi
2543,7Lm-Rpw0Zl0,35.719,39.96,nhiều nhất chắc là mất công độ xe. Trang,,2026-06-04 05:51:47.124748+00,vi
2544,7Lm-Rpw0Zl0,37.44,41.6,"bị gốc của mẫu xe này chỉ có ghế nỉ, vô",,2026-06-04 05:51:47.124748+00,vi
2545,7Lm-Rpw0Zl0,39.96,43.12,"lăng thì chống trơn, không màn hình đằng",,2026-06-04 05:51:47.124748+00,vi
2546,7Lm-Rpw0Zl0,41.6,44.76,sau luôn. Có mỗi một cái màn hình 10,,2026-06-04 05:51:47.124748+00,vi
2547,7Lm-Rpw0Zl0,43.12,46.32,inch ở đây nhưng mà độ phản hồi cũng,,2026-06-04 05:51:47.124748+00,vi
2548,7Lm-Rpw0Zl0,44.76,48.44,không được nhanh nhạy lắm. Không Apple,,2026-06-04 05:51:47.124748+00,vi
2549,7Lm-Rpw0Zl0,46.32,50.079,"CarPlay, không Auto, không có túi khí ở",,2026-06-04 05:51:47.124748+00,vi
2550,7Lm-Rpw0Zl0,48.44,52.239,"phía sau, không cruise control, không",,2026-06-04 05:51:47.124748+00,vi
2551,7Lm-Rpw0Zl0,50.079,53.92,"adust. Mâm thì ốp nhựa, không có gương",,2026-06-04 05:51:47.124748+00,vi
2552,7Lm-Rpw0Zl0,52.239,55.32,gập điện. Nhìn chung là để có đầy đủ,,2026-06-04 05:51:47.124748+00,vi
2553,7Lm-Rpw0Zl0,53.92,58.64,trang bị mà dùng thì các bác phải thêm,,2026-06-04 05:51:47.124748+00,vi
2554,7Lm-Rpw0Zl0,55.32,58.64,tầm 30 đến 40 triệu nữa.,,2026-06-04 05:51:47.124748+00,vi
2555,0TZjJ4OCunU,0.48,4.4,Trước mắt các bạn đây là mẫu xe VinFast,,2026-06-04 05:51:47.124748+00,vi
2556,0TZjJ4OCunU,2.399,6.08,Limo Green. Mẫu xe này đã chính thức,,2026-06-04 05:51:47.124748+00,vi
2557,0TZjJ4OCunU,4.4,8.04,được giao đến những khách hàng đầu tiên,,2026-06-04 05:51:47.124748+00,vi
2558,0TZjJ4OCunU,6.08,10.44,đặt cọc sớm ngay từ tháng ba vừa qua,,2026-06-04 05:51:47.124748+00,vi
2559,0TZjJ4OCunU,8.04,12.28,thông qua công ty GSM. Trong số này thì,,2026-06-04 05:51:47.124748+00,vi
2560,0TZjJ4OCunU,10.44,13.839,có cả các khách hàng cá nhân cũng như là,,2026-06-04 05:51:47.124748+00,vi
2561,0TZjJ4OCunU,12.28,16.199,các khách hàng doanh nghiệp vận tải tư,,2026-06-04 05:51:47.124748+00,vi
2562,0TZjJ4OCunU,13.839,18.359,nhân. Ngoài ra thì công ty Xan SM sắp,,2026-06-04 05:51:47.124748+00,vi
2563,0TZjJ4OCunU,16.199,20.439,tới cũng sẽ bổ sung mẫu xe này để phục,,2026-06-04 05:51:47.124748+00,vi
2564,0TZjJ4OCunU,18.359,22.88,vụ khách hàng trên toàn quốc. Limorin là,,2026-06-04 05:51:47.124748+00,vi
2565,0TZjJ4OCunU,20.439,24.84,mẫu xe điện bảy chỗ đầu tiên của VinFast,,2026-06-04 05:51:47.124748+00,vi
2566,0TZjJ4OCunU,22.88,27.279,hướng đến các khách hàng mua xe phục vụ,,2026-06-04 05:51:47.124748+00,vi
2567,0TZjJ4OCunU,24.84,28.76,cho mục đích kinh doanh vận tải. Vì vậy,,2026-06-04 05:51:47.124748+00,vi
2568,0TZjJ4OCunU,27.279,30.48,khi được đưa ra thị trường thì mẫu xe,,2026-06-04 05:51:47.124748+00,vi
2569,0TZjJ4OCunU,28.76,33.36,này sẽ cạnh tranh cùng với những đối thủ,,2026-06-04 05:51:47.124748+00,vi
2570,0TZjJ4OCunU,30.48,36.16,"như là Mitsubishi Xpander, Toyota Velos",,2026-06-04 05:51:47.124748+00,vi
2571,0TZjJ4OCunU,33.36,39.2,"Rot, Suzuki Estiga trong phân khúc xe",,2026-06-04 05:51:47.124748+00,vi
2572,0TZjJ4OCunU,36.16,40.64,Miv bảy chỗ chuyên chạy dịch vụ. So với,,2026-06-04 05:51:47.124748+00,vi
2573,0TZjJ4OCunU,39.2,42.84,những mẫu xe xăng truyền thống thì,,2026-06-04 05:51:47.124748+00,vi
2574,0TZjJ4OCunU,40.64,46.559,VinFast Limorin sở hữu kích thước to lớn,,2026-06-04 05:51:47.124748+00,vi
2575,0TZjJ4OCunU,42.84,47.879,hơn với chiều dài cơ sở lên đến 2840 mm.,,2026-06-04 05:51:47.124748+00,vi
2576,0TZjJ4OCunU,46.559,49.879,Không gian bên trong thì cực kỳ rộng,,2026-06-04 05:51:47.124748+00,vi
2577,0TZjJ4OCunU,47.879,51.8,"rãi, thoải mái cho cả bảy người ngồi với",,2026-06-04 05:51:47.124748+00,vi
2578,0TZjJ4OCunU,49.879,53.719,khoa hành lý lớn. Thiết kế của xe thì,,2026-06-04 05:51:47.124748+00,vi
2579,0TZjJ4OCunU,51.8,56.039,"thực sự tối giãn, phần đầu sở hữu dải",,2026-06-04 05:51:47.124748+00,vi
2580,0TZjJ4OCunU,53.719,58,đèn định vị led mỏng. Đây cũng là đèn xi,,2026-06-04 05:51:47.124748+00,vi
2581,0TZjJ4OCunU,56.039,60.16,nhan của chiếc xe. Bên dưới sẽ là đèn,,2026-06-04 05:51:47.124748+00,vi
2582,0TZjJ4OCunU,58,62.28,pha cốt. Phần đuôi phía sau thì nhìn,,2026-06-04 05:51:47.124748+00,vi
2583,0TZjJ4OCunU,60.16,64.92,vuông vắn. Tuy nhiên nếu có đèn hậu kéo,,2026-06-04 05:51:47.124748+00,vi
2584,0TZjJ4OCunU,62.28,67.119,dài ngang thân xe thì sẽ đẹp hơn. Nội,,2026-06-04 05:51:47.124748+00,vi
2585,0TZjJ4OCunU,64.92,69.4,"thất bên trong xe thì cực kỳ đơn giản,",,2026-06-04 05:51:47.124748+00,vi
2586,0TZjJ4OCunU,67.119,71.28,"vô lăng nhựa ba chấu, không có nút bấm,",,2026-06-04 05:51:47.124748+00,vi
2587,0TZjJ4OCunU,69.4,72.92,không có màn hình hiển thị. Tất cả thông,,2026-06-04 05:51:47.124748+00,vi
2588,0TZjJ4OCunU,71.28,74.84,tin vận hành của xe sẽ được tập trung,,2026-06-04 05:51:47.124748+00,vi
2589,0TZjJ4OCunU,72.92,77.24,vào màn hình giải trí trung tâm 10.1,,2026-06-04 05:51:47.124748+00,vi
2590,0TZjJ4OCunU,74.84,80.84,inch. Màn hình này sẽ có hỗ trợ kết nối,,2026-06-04 05:51:47.124748+00,vi
2591,0TZjJ4OCunU,77.24,82.84,Wii và Bluetooth.,,2026-06-04 05:51:47.124748+00,vi
2592,0TZjJ4OCunU,80.84,85.56,Cần số dạng núm xoay sẽ được đặt ở khu,,2026-06-04 05:51:47.124748+00,vi
2593,0TZjJ4OCunU,82.84,87.88,vực bệ tỳ tay trung tâm. Chế độ B đậu xe,,2026-06-04 05:51:47.124748+00,vi
2594,0TZjJ4OCunU,85.56,89.64,được tách thành một nút rời. Vinfast,,2026-06-04 05:51:47.124748+00,vi
2595,0TZjJ4OCunU,87.88,91.56,trang bị cho Limorin một động cơ điện,,2026-06-04 05:51:47.124748+00,vi
2596,0TZjJ4OCunU,89.64,95.159,đặt ở cầu trước với công suất tối đa,,2026-06-04 05:51:47.124748+00,vi
