id,store,app_name,app_category,country,rating,author,review_date,content,lang_detected,sentiment_label,sentiment_score,keyword_category,created_at
3083,google_play,Gojek,mobility_superapp,SEA,1,juan gonzalo,2022-01-05,ยังมีคนใช้ิีกรึมันเจ๊งไปแล้วนี่,th,negative,0.6644,기타,2026-06-05 09:24:42.911098+00
363,google_play,KOKKOK Move,kokkok,LAO,1,030เอกอนันต์ รัตนวงค์,2023-11-11,เรียกไม่ค่อยได้รอนานมากกว่าจะเรียกได้,th,neutral,0.4778,기타,2026-06-05 09:24:42.911098+00
364,google_play,KOKKOK Move,kokkok,LAO,5,Koui Pomma,2023-11-10,ໃຊ້ດີມາກ,unknown,positive,0.5292,기타,2026-06-05 09:24:42.911098+00
365,google_play,KOKKOK Move,kokkok,LAO,1,Sa Konginthaphaiy,2023-11-04,Fakkk,fi,negative,0.4041,기타,2026-06-05 09:24:42.911098+00
366,google_play,KOKKOK Move,kokkok,LAO,4,Phouy yyhhbb,2023-11-04,ດີແຕ່ຕັ້ງບໍໄດ້,unknown,neutral,0.4661,기타,2026-06-05 09:24:42.911098+00
367,google_play,KOKKOK Move,kokkok,LAO,3,Fine Fien,2023-11-04,ອັບເດດດຸແທ້້~~~~~~~~~ແອັດດດ,unknown,neutral,0.4163,기타,2026-06-05 09:24:42.911098+00
368,google_play,KOKKOK Move,kokkok,LAO,5,Novice valen,2023-11-02,ບໍລິການດີເປັນກຳລັງໄຈໄຫ້ເດີ້🥰,unknown,positive,0.5858,기타,2026-06-05 09:24:42.911098+00
369,google_play,KOKKOK Move,kokkok,LAO,2,tui HUK DER,2023-11-01,ຫາກະດາວໂຫລດມື້ວານມື້ນີ້ອັບເດດ,unknown,neutral,0.4728,기타,2026-06-05 09:24:42.911098+00
370,google_play,KOKKOK Move,kokkok,LAO,1,Boy Noy,2023-10-31,ເອີ້ນລົດບໍ່ເຄີຍໄດ້ ລົດຢູ່ໃກ໋ໆມາຮັບກະບໍ່ໄດ້ ເອີ້ນກະຢາກ ຢູ່ບ່ອນເກົ່າເປັນຊົ່ວໂມງກະບໍ່ມາຮັບ ງຶດແຮງເດີ້,unknown,negative,0.4622,기타,2026-06-05 09:24:42.911098+00
371,google_play,KOKKOK Move,kokkok,LAO,1,6yf7d7dido9t,2023-10-30,ໃຫ້ດາວດຽວພໍເດີ້ເພາະວ່າເອິ້ນຍາກແຮງຂ້ອຍປັກມຸດກ່ອນກະເຈົ້າແຕ່ກະເຈົ້າໄດ້ຂີ່ກ່ອນຊື່ໃນຫັນກະຊື່ຂ້ອຍແຕ່ລາວບໍ່ເຊື່ອເອິ້ນທາງເບີຄືເກົ່າສາຈັງງ່າຍກ່ອນທາງເບີຍັງສະດວກກ່ອນຊ້ຳຂ້ອຍຂໍລະໃຫ້ເອິ້ນທາງເບີຄືເກົ່າດີກ່ອນ,unknown,neutral,0.4436,기타,2026-06-05 09:24:42.911098+00
372,google_play,KOKKOK Move,kokkok,LAO,1,TT Player,2023-10-30,ຫາກະໂຫລດບໍ່ທັນໃຊ້ງານໃຫ້ອັບເດດແລ້ວ,unknown,neutral,0.4685,기타,2026-06-05 09:24:42.911098+00
373,google_play,KOKKOK Move,kokkok,LAO,2,Kong vivo,2023-10-30,ເອີ້ນລົດຍາກໂຄດໆແຕ່ແອັດສຽງຫຼໍ່ໃຫ້ອາໄພ55,unknown,negative,0.3889,기타,2026-06-05 09:24:42.911098+00
374,google_play,KOKKOK Move,kokkok,LAO,1,JoWick FF,2023-10-28,1ດາວພໍເອີ້ນຫລາຍເທື່ອງອນແອັັັັດ,unknown,neutral,0.3946,기타,2026-06-05 09:24:42.911098+00
375,google_play,KOKKOK Move,kokkok,LAO,5,Noy Suk,2023-10-27,ດີຢູ່ແຕ່ເສຍດາຍເອີ້ນຢາກ,unknown,negative,0.4385,기타,2026-06-05 09:24:42.911098+00
376,google_play,KOKKOK Move,kokkok,LAO,1,N'Mon Seafood,2023-10-26,ຫາກະໂຫລດແລ້ວຍັງໃຫ້ອັບເດດ ອັບເດດແລ້ວມາມື້ໃຫມ່ໃຫ້ອັບເດດອີກ?,unknown,neutral,0.4288,기타,2026-06-05 09:24:42.911098+00
433,google_play,LOCA Taxi,kokkok,LAO,1,Joe Masters,2025-09-23,"This app is awful. It cannot even find popular locations in Vientiane to pick up from or set as destination, and when you enter a plus code, nothing seems to happen. USELESS. Update: I do have the latest version of this app, it still is still absolutely useless. Why can't you guys just implement Google maps properly? it can find locations, but Loca app cannot, even if you try to search by name or plus code. Very difficult and annoying to use.",en,negative,0.9512,EV·충전,2026-06-05 09:24:42.911098+00
434,google_play,LOCA Taxi,kokkok,LAO,5,soukphavanh sawathvong,2025-09-09,ໃຊ້ງ່າຍ ຮັບໄວ ສົ່ງເຖິງທີ່ປອດໄພ,unknown,neutral,0.4642,기타,2026-06-05 09:24:42.911098+00
435,google_play,LOCA Taxi,kokkok,LAO,1,A Y,2025-09-06,"dude dropped me off at the middle of the road. didn't want to complete the ride, only 8 minutes away. said road is bad, I looked, road was good after a little bump. couldn't finish the job. bad service, loca, I had a lot of bad experience. xahn is better. just that they don't have it here at my location which will suck a lot... he looked at me like I am suppose to pay him I ain't giving you a kip boy. -10 stars. bad job. probably going to delete this app. horrible. horrible workers/diver ever.",en,negative,0.8851,EV·충전,2026-06-05 09:24:42.911098+00
436,google_play,LOCA Taxi,kokkok,LAO,1,Motorola New app,2025-09-04,in which country taxi available,en,neutral,0.8916,기타,2026-06-05 09:24:42.911098+00
437,google_play,LOCA Taxi,kokkok,LAO,5,John Spiller,2025-09-01,awesome app to get around in laos!,en,positive,0.8545,기타,2026-06-05 09:24:42.911098+00
438,google_play,LOCA Taxi,kokkok,LAO,5,meo itthideth,2025-08-31,every good,en,positive,0.4081,EV·충전,2026-06-05 09:24:42.911098+00
439,google_play,LOCA Taxi,kokkok,LAO,5,Kathryn Joy Zaportiza,2025-08-17,easy to use,en,positive,0.4892,기타,2026-06-05 09:24:42.911098+00
440,google_play,LOCA Taxi,kokkok,LAO,2,Vanhthong THORKHOUALOUA,2025-08-16,ຊ້າ,unknown,neutral,0.3705,기타,2026-06-05 09:24:42.911098+00
441,google_play,LOCA Taxi,kokkok,LAO,5,Beh sh,2025-08-12,"""Great electric cars, friendly drivers, and reasonable prices.""",en,positive,0.8685,EV·충전,2026-06-05 09:24:42.911098+00
442,google_play,LOCA Taxi,kokkok,LAO,5,Nina Tran,2025-08-02,user friendly,da,positive,0.5366,기타,2026-06-05 09:24:42.911098+00
443,google_play,LOCA Taxi,kokkok,LAO,5,Ait Geurts,2025-07-24,Best in Laos,de,positive,0.5388,기타,2026-06-05 09:24:42.911098+00
444,google_play,LOCA Taxi,kokkok,LAO,1,russ Davao,2025-07-10,"Super expensive, expect European prices i.e $10 for 15min. Charged when driver can't find address. Find another or rent a scooter for $5 a day!",en,negative,0.8456,EV·충전,2026-06-05 09:24:42.911098+00
445,google_play,LOCA Taxi,kokkok,LAO,5,Bay Soulisack,2025-07-10,good 👍 and safe travels,en,positive,0.792,기타,2026-06-05 09:24:42.911098+00
446,google_play,LOCA Taxi,kokkok,LAO,3,Lee Vang,2025-07-10,Easy to use and can't use the app unless rating the driver.,en,negative,0.5085,배차·대기,2026-06-05 09:24:42.911098+00
447,google_play,LOCA Taxi,kokkok,LAO,2,D. Randall Lesher,2025-07-09,website sucks,en,negative,0.9482,기타,2026-06-05 09:24:42.911098+00
448,google_play,LOCA Taxi,kokkok,LAO,5,山田次郎,2025-06-25,Very useful in Loas,en,positive,0.5988,기타,2026-06-05 09:24:42.911098+00
449,google_play,LOCA Taxi,kokkok,LAO,4,Aung Nay Myo,2025-06-13,good service available all time,en,positive,0.8049,서비스,2026-06-05 09:24:42.911098+00
586,google_play,LOCA Taxi,kokkok,LAO,5,Kelvin Wee,2022-08-05,Best thing to happen in Laos!!!,en,positive,0.9305,기타,2026-06-05 09:24:42.911098+00
500,google_play,LOCA Taxi,kokkok,LAO,5,Andrie Darmawan,2024-07-26,Very very user friendly,da,positive,0.8278,기타,2026-06-05 09:24:42.911098+00
693,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-06-12,"Hailing Taxi Apps but very expensive usually, they charging time and distance. It doesn't fair for passenger.",en,negative,0.9269,EV·충전,2026-06-05 09:24:42.911098+00
694,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-05-26,Cant download,en,negative,0.7894,기타,2026-06-05 09:24:42.911098+00
695,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-04-24,could not install the app,en,negative,0.802,기타,2026-06-05 09:24:42.911098+00
696,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-04-06,ໂລດມາລະເຂົ້າບໍ່ໄດ້ ຖາມເຊັກໂລເຄຊັນ ແຕ່ເປີດແລ້ວກະເຂຢ້າບໍ່ໄດ້,unknown,negative,0.4509,기타,2026-06-05 09:24:42.911098+00
697,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-03-31,"useless ,stupid ,watse time,network connection error when register",en,negative,0.9328,앱오류,2026-06-05 09:24:42.911098+00
698,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-03-17,Freezes after I enter my SMS verification code.,en,neutral,0.7004,기타,2026-06-05 09:24:42.911098+00
699,google_play,LOCA Taxi,kokkok,LAO,3,A Google user,2019-03-16,It always pops up the the Loca App is stopped working. How to fix it on Samsung A8 star?,en,negative,0.7849,기타,2026-06-05 09:24:42.911098+00
700,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-02-23,network connection failure after entering the authentication code,en,negative,0.7831,기타,2026-06-05 09:24:42.911098+00
701,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-02-22,Useless error network connection pop-up when put the code to register,en,negative,0.8853,앱오류,2026-06-05 09:24:42.911098+00
702,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-02-13,"app refused to install on my phone. after i put in the authentication code nothing happens. it's brand new, and other apps install just fine. there's something wrong with this particular app",en,negative,0.9085,기타,2026-06-05 09:24:42.911098+00
703,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2019-01-11,"It's working well in Vientiane. I've used it a few times to have a taxi to help me carry a big fan as I cannot do it in motorbike. To be able to see the taxi coming in real time on a map is very fun and convenient. It took them around 5min everytime to be here. The drivers are very friendly, the price is cheaper than a normal taxi or tuk tuk. Highly recommended",en,positive,0.747,EV·충전,2026-06-05 09:24:42.911098+00
704,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2019-01-09,"Useless in Luang Prabang. Search for local museum lists museums worldwide but no local ones. Please restrict searches to Laos destinations only! Tried one of the few LP locations using the ""famous"" Book Later option, but got error message ""Vehicle type is missing"". (No vehicle choice provided). Reviews rave about Laos but presumably mean only Vientiane. Hello - Laos is more than the capital!",en,negative,0.8621,EV·충전,2026-06-05 09:24:42.911098+00
705,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2018-12-29,"Loca always overcharged passenger, fare showed first isnt total fare for this trip. over 7000kip. Unreasonable Hailing Apps",en,negative,0.8522,EV·충전,2026-06-05 09:24:42.911098+00
706,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2018-12-08,"I can't get past registration because it says ""latitide is missing"". I can use didi in China, passapp in Cambodia but I can't use loca in Laos? Lame!",en,negative,0.919,기타,2026-06-05 09:24:42.911098+00
707,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-12-06,good app for call taxi in Laos,en,positive,0.4803,기타,2026-06-05 09:24:42.911098+00
708,google_play,LOCA Taxi,kokkok,LAO,2,A Google user,2018-10-17,Wanted all possible permissions. Why do you need my contacts to book a taxi?! Really wanted this to work but have uninstalled without trying it.,en,negative,0.8348,기타,2026-06-05 09:24:42.911098+00
709,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-09-28,"This is really good. If you are visiting Laos, this is for you. The app is in English, and everything is very well done.",en,positive,0.9162,EV·충전,2026-06-05 09:24:42.911098+00
710,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-09-05,"Fantastic! So nice for tourists to get around the city quickly and cheaply and with ac. Pretty much works like grab or uber, can use your credit card",en,positive,0.7978,결제,2026-06-05 09:24:42.911098+00
711,google_play,LOCA Taxi,kokkok,LAO,2,A Google user,2018-08-13,ແພງໂພດ,unknown,neutral,0.4835,기타,2026-06-05 09:24:42.911098+00
779,google_play,LOCA Taxi,kokkok,LAO,5,paeng anouluck,2022-07-05,ບໍລິການດີ ລາຄາບໍ່ແພງ ສະດວກສະບາຍທຸກຄັ້ງທີ່ໃຊ້ບໍລິການ,unknown,positive,0.4644,기타,2026-06-05 09:24:42.911098+00
780,google_play,LOCA Taxi,kokkok,LAO,5,oudom INTHACHAK,2022-06-18,Great 👍👍👍,en,positive,0.844,기타,2026-06-05 09:24:42.911098+00
781,google_play,LOCA Taxi,kokkok,LAO,2,Joy,2022-05-05,ໄວທັນໃຈ ເເຕ່ງເຂົາລະບົວບໍ່ໄດ້ອິກລະ😂,unknown,negative,0.3904,기타,2026-06-05 09:24:42.911098+00
782,google_play,LOCA Taxi,kokkok,LAO,5,mbarcode1401,2022-03-29,Very good,af,positive,0.7675,기타,2026-06-05 09:24:42.911098+00
783,google_play,LOCA Taxi,kokkok,LAO,1,figi Vivo,2022-03-11,ດີຢູ່ແຕ່ລາຄາຢາກແພງໂພດຄົນທຳມະດາເລີຍບໍ່ກ້າເອິ້ນ.,unknown,negative,0.4347,기타,2026-06-05 09:24:42.911098+00
1864,google_play,Grab,mobility_superapp,SEA,5,Fateha Abdullah,2026-06-03,"grab has make live easy, for me to travel and others",en,positive,0.6748,기타,2026-06-05 09:24:42.911098+00
2973,google_play,Gojek,mobility_superapp,SEA,1,Huy Huynh,2024-08-16,"không trợ giúp tài xế khi gửi yêu cầu trợ giúp, rất xem",vi,negative,0.5174,배차·대기,2026-06-05 09:24:42.911098+00
2974,google_play,Gojek,mobility_superapp,SEA,3,Khoa Pham,2024-08-16,Lâu lâu dùng thì bị treo định vị,vi,negative,0.8432,기타,2026-06-05 09:24:42.911098+00
2975,google_play,Gojek,mobility_superapp,SEA,1,Ty Nguyen Khoa,2024-08-16,"Vào food Mcdonal đặt gà rán, chưa chọn ưu đãi gì mà cứ nhảy thông báo ""ưu đãi này đã hết"" tắt vào cứ nhảy lên lại, ko có ưu đãi khác đề chọn và ko xóa dược bực mình, tắt vào grab đặt.",vi,negative,0.4813,기타,2026-06-05 09:24:42.911098+00
3095,google_play,Gojek,mobility_superapp,SEA,5,Hhd Hhzz,2021-10-03,Xvbo,so,neutral,0.514,기타,2026-06-05 09:24:42.911098+00
2976,google_play,Gojek,mobility_superapp,SEA,1,34- nguyễn ngọc vũ sang-11l3,2024-08-16,quảng cáo còn phiền hơn lazada. rất phiền,vi,negative,0.9307,기타,2026-06-05 09:24:42.911098+00
2977,google_play,Gojek,mobility_superapp,SEA,1,Thien Ly,2024-08-15,"tìm nửa tiếng 1 cuốc xe k ai nhận, quá chán app",vi,negative,0.8398,기타,2026-06-05 09:24:42.911098+00
2978,google_play,Gojek,mobility_superapp,SEA,5,Chau Tran quang,2024-08-15,"Tai xe than thien,, hay bi tong dai chen ep",vi,neutral,0.3894,기타,2026-06-05 09:24:42.911098+00
2980,google_play,Gojek,mobility_superapp,SEA,5,Khang Ngọc,2024-08-14,Mỗi tuần đều có mã giảm giá. Đi xe khá tiết kiệm!,vi,positive,0.7178,요금,2026-06-05 09:24:42.911098+00
1539,google_play,Grab,mobility_superapp,SEA,5,pataravadee seeharaj,2026-05-14,มีโปรเยอะอยู่น๊า ที่หลายๆคนไม่รู้,th,neutral,0.5717,기타,2026-06-05 09:24:42.911098+00
1569,google_play,Grab,mobility_superapp,SEA,5,เชษฐ์ภณัฏ คงสม,2026-05-12,บริการดีส่งเร็วสุภาพ,th,positive,0.5298,서비스,2026-06-05 09:24:42.911098+00
713,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-05-28,"ລົງລົດປຶບ ຕ້ອງຣີວິວເລີຍ. ເປັນApp ທີ່ໃຊ້ໄດ້ງ່າຍຫລາຍ ມີຄວາມເປັນStandard 
ສູງທຽບເທົ່າກັບApp ສາກົນເລີຍກໍ່ໄດ້. ມັກ Fuction Wallet 
ທີ່ເຮົາບໍ່ຈຳເປັນຕ້ອງໃຊ້ເງິນສົດ (ຫລາຍຍຍ) Map ແລະ Real time Tracking 
ເຮັດວຽກໃດ້ໂຄດຖືກຕ້ອງ. ແລະ Driver ສຸດໜ້າຮັກເອື້ອຍ Vilayvone ທີ່ພາເຮົາໄປເອົາ 
Passport ກັບໝູ່ແຖມຍັງລົມມ່ວນອີກ XD. Rate ແລະ ລາຄາ ກໍ Reasonable. WOULD LIKE 
TO RECOMMEND THIS APP TO FAMILIES AND FRIENDS. ພັດທະນາຕໍ່ໆ 
ໄປເດີອ້າຍໆເອື້ອຍໆ ເຮົາຂໍປັນ1ກຳລັງsupport ໃຫ້ App 
ດີໆແບບນີ້ເຂົ້າມາເປັນຈຸດປ່ຽນຂອງສັງຄົມເຮົາໃຫ້ດີຂຶ້ນ. 😁",unknown,neutral,0.4174,배차·대기,2026-06-05 09:24:42.911098+00
714,google_play,LOCA Taxi,kokkok,LAO,4,A Google user,2018-05-25,I love the way wr have this kinda app in Laos awwwwww love it 😍😍😍,en,positive,0.8916,기타,2026-06-05 09:24:42.911098+00
715,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2018-05-17,No taxi around to grab,en,negative,0.5163,기타,2026-06-05 09:24:42.911098+00
716,google_play,LOCA Taxi,kokkok,LAO,1,A Google user,2018-05-17,"I can't open this App, Fix it please",en,negative,0.8886,기타,2026-06-05 09:24:42.911098+00
717,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-04-25,the first likely Uber or Grab in Laos,en,neutral,0.8525,기타,2026-06-05 09:24:42.911098+00
718,google_play,LOCA Taxi,kokkok,LAO,5,A Google user,2018-04-25,Wow the first time for laos,en,positive,0.5436,기타,2026-06-05 09:24:42.911098+00
719,google_play,LOCA Taxi,kokkok,LAO,4,ທ້າວນອ້ຍ ສີວັນລາ,2026-06-01,จๆ้ฟ.ภแบบห_ไ2ี ผม.,th,neutral,0.445,기타,2026-06-05 09:24:42.911098+00
720,google_play,LOCA Taxi,kokkok,LAO,4,Vixay Thayva,2026-05-31,_______ภภ_ภภ__/ไ_ภปะกๅ_ภำำ__ผุถพถ_____ด้กกะะกะะะำถถพพ_ภ____ำ/ำดพุำกพถภำำำ,th,negative,0.4491,기타,2026-06-05 09:24:42.911098+00
721,google_play,LOCA Taxi,kokkok,LAO,2,Keodouangdy Dam,2026-04-03,ไม่มีงานทำเลยที่ลาว,th,negative,0.7234,기타,2026-06-05 09:24:42.911098+00
722,google_play,LOCA Taxi,kokkok,LAO,3,Phoulida Seemaon,2026-03-06,"ໃຊ້ໄອຄອນແກ້ໄຂເພື່ອປັກໝຸດ, ເພີ່ມ ຫຼື ລຶບຄລິູໍໃນບອອກ.ຈະດີຂອງິຮັບຊາບ",unknown,neutral,0.4012,기타,2026-06-05 09:24:42.911098+00
723,google_play,LOCA Taxi,kokkok,LAO,4,Poy Poy,2026-01-07,บขขขขชชข ชช,th,neutral,0.5887,기타,2026-06-05 09:24:42.911098+00
724,google_play,LOCA Taxi,kokkok,LAO,5,คําหล้า,2025-12-11,ຍັງຂາດປະສົບການຂໍຄວາມຊວ່ຍເຫລືອຈາກບກ,unknown,negative,0.5681,기타,2026-06-05 09:24:42.911098+00
725,google_play,LOCA Taxi,kokkok,LAO,5,Khanls ນວນນຸວົງ,2025-11-02,goob,so,neutral,0.3644,기타,2026-06-05 09:24:42.911098+00
726,google_play,LOCA Taxi,kokkok,LAO,5,VONEXAI VILAVONG,2025-10-29,วอนไชเป็นคนแลกทีทดลองใช,th,neutral,0.4977,기타,2026-06-05 09:24:42.911098+00
727,google_play,LOCA Taxi,kokkok,LAO,3,สุข หน่อแก้ว,2025-10-14,ຢາກສະມັກເປັນຄົນຂັບລົດຈັກນຳຕ້ອງເຮັດແນວໃດໃຜຮູ້ບອກແນ່ຢາກສະມັກຂັບນຳແອບ ເຂດປາກເຊ ເພາະລົດຈັກມີນ້ອຍ,unknown,neutral,0.4944,기타,2026-06-05 09:24:42.911098+00
728,google_play,LOCA Taxi,kokkok,LAO,1,Leo Neo,2025-10-13,ລາຄາບໍ່ມາດຕະຖານ ຮັບໝ່ອງດຽວກັນ ສົ່ງໝ່ອງດຽວກັນ ລາຄາຫລຸດກັນເປັນແສນກີບ,unknown,neutral,0.4447,기타,2026-06-05 09:24:42.911098+00
729,google_play,LOCA Taxi,kokkok,LAO,5,Hi Hi,2025-09-23,ຜ່ານມາເຄີຍຂັບລົດແອບໂລກ່າຖືກໃຈມັກຢາກໄປຂັບອີກ,unknown,neutral,0.3766,기타,2026-06-05 09:24:42.911098+00
730,google_play,LOCA Taxi,kokkok,LAO,5,ພຸດ ແກ້ວປັນຍາ,2025-09-12,ດີແທ້ ໄວທັນໃຈ,unknown,positive,0.4985,기타,2026-06-05 09:24:42.911098+00
731,google_play,LOCA Taxi,kokkok,LAO,4,seua5555,2025-09-04,👍👍👍,unknown,positive,0.6167,기타,2026-06-05 09:24:42.911098+00
817,google_play,LOCA Taxi,kokkok,LAO,5,ผู้ใช้ Google,2018-12-04,Love ja joop joop,fi,positive,0.4966,기타,2026-06-05 09:24:42.911098+00
732,google_play,LOCA Taxi,kokkok,LAO,5,วัชรินทร์ พิณราช,2025-08-30,ดีครับสะดวกคนขับอัธยาศัยดี,th,positive,0.6999,기타,2026-06-05 09:24:42.911098+00
733,google_play,LOCA Taxi,kokkok,LAO,5,Khamlar KHAMLAR,2025-08-29,ຮູ້ສຶກວາ່ພໍໃຈໃນການແລ່ນແອັບໂລກາເປັນຢ່າງຍິ່ງ,unknown,positive,0.3885,기타,2026-06-05 09:24:42.911098+00
734,google_play,LOCA Taxi,kokkok,LAO,2,Tharkhone Syharphai,2025-08-25,ไม่สามารถดูผ่านดาวเทียมได้เวลาจะปักหมุดหาแผนที่ยากมากค่ะ ผู้บริหารของLOCA Laos ต้องปรับปรุงและพัฒนาแอพพลิเคชั่นใหม่นะคะ,th,negative,0.5384,배차·대기,2026-06-05 09:24:42.911098+00
735,google_play,LOCA Taxi,kokkok,LAO,2,Anongsy SOMEDALALEE,2025-08-24,"ຕ້ອງໃຫ້ການສຶກສາຕໍ່ຜູ້ຂັບລົດຕື່ມກໍລະນີ, ກົດຮັບການຈອງແລ້ວແຕ່ມາຮັບບໍ່ໄດ້, ຄວນທີ່ຈະໂທໄປແຈ້ງທາງລູກຄ້າ, ບໍ່ຄວນໃຫ້ລູກຄ້າຖ້າແລ້ວບໍ່ມາ ແລະ ລູກຄ້າຕ້ອງໄດ້ໂທສອບຖາມສາເຫດເອງ, ແຕ່ຄຳຕອບທີ່ໄດ້ຄື ຖ້າບໍ່ກົດຮັບທາງບໍລິສັດຈະຕັດຄະແນນ, ບໍ່ຍອມໃຫ້ຕັດຄະແນນ ແຕ່ຍອມໃຫ້ລູກຄ້າ ຖ້າຢູ່. ຍົກຕົວຢ່າງ: ຢູ່ຫຼວງພະບາງ KOUA THOR MR ທະບຽນ: ກຂ 3874 ຍີ່ຫໍ້: KIA SOLUTO ຖ້າລູກຄ້າໃຜເອີ້ນຖືກຜູ້ທີ່ກ່າວມານັ້ນ ຄວນພິຈາລະນາ.",unknown,neutral,0.4136,기타,2026-06-05 09:24:42.911098+00
736,google_play,LOCA Taxi,kokkok,LAO,5,Namo Vv,2025-08-23,ໄຊດີມາກ,unknown,positive,0.4157,기타,2026-06-05 09:24:42.911098+00
737,google_play,LOCA Taxi,kokkok,LAO,1,Dek K,2025-08-23,ทำไมไม่ทำภาษาไทยด้วย,th,negative,0.5993,기타,2026-06-05 09:24:42.911098+00
738,google_play,LOCA Taxi,kokkok,LAO,5,JOHNWICK “JOHNWICK” DRAGON,2025-07-29,ชอบ,th,positive,0.4635,기타,2026-06-05 09:24:42.911098+00
739,google_play,LOCA Taxi,kokkok,LAO,5,Micky Seangsurichan,2025-04-06,มาถึงเร็วคนขับใจดีมากต้องโหลดมาใช้ด่วน,th,positive,0.7909,기타,2026-06-05 09:24:42.911098+00
740,google_play,LOCA Taxi,kokkok,LAO,5,Zaiy Niphon,2025-03-08,ສະດວກສະບາຍບໍລິການກາດີແປບດຽວລົດກາມາຮອດລາຄາບໍ່ແພງ,unknown,neutral,0.4146,기타,2026-06-05 09:24:42.911098+00
743,google_play,LOCA Taxi,kokkok,LAO,1,YOUI TK,2024-12-31,ເເເຮ. ເເເດີພຳຫັນາາເຕີດາເເດາາ. ຮິພະເເກ. ເຮ່,unknown,neutral,0.4186,기타,2026-06-05 09:24:42.911098+00
744,google_play,LOCA Taxi,kokkok,LAO,1,ILikeyourcutG,2024-09-17,ຈອດລົດທັບທາງມ້າລາຍ,unknown,neutral,0.4259,기타,2026-06-05 09:24:42.911098+00
745,google_play,LOCA Taxi,kokkok,LAO,1,KunPP Khpp,2024-08-31,"แผนที่ไม่สามารถดูเป็นแบบดาวเทียมได้ ดูได้แค่เป็นถนน,เป็นเส้นๆ มันดูยาก แก้ไขหน่อยนะ",th,negative,0.76,배차·대기,2026-06-05 09:24:42.911098+00
747,google_play,LOCA Taxi,kokkok,LAO,5,Go with KIstv,2024-03-16,ໃຊ້ງ່າຍ ຄົນຂັບນິໄສດີ,unknown,positive,0.4576,기타,2026-06-05 09:24:42.911098+00
748,google_play,LOCA Taxi,kokkok,LAO,5,ตู้ ทองสวัด,2024-03-14,ร้านที่ฃใจภายในึีบ้านรายแฉะ,th,neutral,0.4109,기타,2026-06-05 09:24:42.911098+00
749,google_play,LOCA Taxi,kokkok,LAO,5,Ll Pp,2024-03-12,It is very good the number 1 taxi in Laos,en,positive,0.8097,기타,2026-06-05 09:24:42.911098+00
750,google_play,LOCA Taxi,kokkok,LAO,5,Souchinda Xayyavong,2024-02-18,Good and safety,cy,positive,0.6143,기타,2026-06-05 09:24:42.911098+00
751,google_play,LOCA Taxi,kokkok,LAO,5,Chackaline DEDPHAKOUN,2023-12-06,"excellent and perfect choice for our comfortable, convenient during our journey in the city of all.",en,positive,0.8753,기타,2026-06-05 09:24:42.911098+00
752,google_play,LOCA Taxi,kokkok,LAO,4,Boun Khong ຟັງແລ້ວດີໆຫລາຍ,2023-11-23,ໃຊ້ບໍລິການວ່ອງໄວ ທັນໃຈ,unknown,neutral,0.559,기타,2026-06-05 09:24:42.911098+00
753,google_play,LOCA Taxi,kokkok,LAO,5,ຮັກທີ່ຫນື່ງພິພັດທະນາ ລາວ ຮັກທີ່ຫນື່ງພິພັດທະນາ ລາວ,2023-10-07,ຮັກທີ່ໜື່ງພິພົດທະນາ,unknown,neutral,0.3687,기타,2026-06-05 09:24:42.911098+00
754,google_play,LOCA Taxi,kokkok,LAO,1,Kham KV,2023-09-20,ເອີ້ນລົດແນວໃດ ຄ່າລົດເທົ່າໃດ,unknown,neutral,0.736,기타,2026-06-05 09:24:42.911098+00
755,google_play,LOCA Taxi,kokkok,LAO,5,โม คนเดีม,2023-08-01,ย่ากดูปะเทดขอ้งตวเอ่ง,th,neutral,0.4136,기타,2026-06-05 09:24:42.911098+00
756,google_play,LOCA Taxi,kokkok,LAO,5,Davanh Dada,2023-07-24,ชอบค่ะ,th,positive,0.7102,기타,2026-06-05 09:24:42.911098+00
757,google_play,LOCA Taxi,kokkok,LAO,5,Nut nn,2023-07-13,.ມັກ,unknown,neutral,0.4121,기타,2026-06-05 09:24:42.911098+00
